x	T1	T2	T3	T4
[s]	[um/m]	[um/m]	[um/m]	[um/m]
  0.000000E+000	 -6.300000E+001	 -7.000000E+001	 -4.800000E+001	 -2.700000E+001
  6.250000E-004	 -6.100000E+001	 -7.200000E+001	 -4.500000E+001	 -2.700000E+001
  1.250000E-003	 -5.700000E+001	 -6.500000E+001	 -4.200000E+001	 -2.100000E+001
  1.875000E-003	 -6.100000E+001	 -6.600000E+001	 -4.400000E+001	 -2.500000E+001
  2.500000E-003	 -5.800000E+001	 -6.200000E+001	 -3.900000E+001	 -2.500000E+001
  3.125000E-003	 -6.100000E+001	 -6.400000E+001	 -4.600000E+001	 -2.600000E+001
  3.750000E-003	 -6.600000E+001	 -7.300000E+001	 -5.200000E+001	 -2.800000E+001
  4.375000E-003	 -5.600000E+001	 -6.700000E+001	 -4.400000E+001	 -2.600000E+001
  5.000000E-003	 -5.700000E+001	 -6.400000E+001	 -4.400000E+001	 -2.300000E+001
  5.625000E-003	 -5.900000E+001	 -6.200000E+001	 -4.200000E+001	 -1.900000E+001
  6.250000E-003	 -5.500000E+001	 -5.900000E+001	 -4.200000E+001	 -2.600000E+001
  6.875000E-003	 -6.000000E+001	 -6.900000E+001	 -5.200000E+001	 -3.300000E+001
  7.500000E-003	 -6.400000E+001	 -7.100000E+001	 -4.500000E+001	 -2.300000E+001
  8.125000E-003	 -6.000000E+001	 -6.900000E+001	 -4.600000E+001	 -2.500000E+001
  8.750000E-003	 -5.800000E+001	 -6.700000E+001	 -4.400000E+001	 -2.400000E+001
  9.375000E-003	 -5.100000E+001	 -5.900000E+001	 -3.600000E+001	 -2.300000E+001
  1.000000E-002	 -5.900000E+001	 -6.600000E+001	 -4.700000E+001	 -3.100000E+001
  1.062500E-002	 -6.500000E+001	 -7.200000E+001	 -4.700000E+001	 -3.000000E+001
  1.125000E-002	 -5.900000E+001	 -7.000000E+001	 -4.700000E+001	 -2.800000E+001
  1.187500E-002	 -6.100000E+001	 -7.100000E+001	 -4.600000E+001	 -2.200000E+001
  1.250000E-002	 -5.300000E+001	 -6.500000E+001	 -4.200000E+001	 -2.300000E+001
  1.312500E-002	 -6.000000E+001	 -5.900000E+001	 -4.100000E+001	 -2.300000E+001
  1.375000E-002	 -6.500000E+001	 -7.400000E+001	 -5.200000E+001	 -3.000000E+001
  1.437500E-002	 -5.700000E+001	 -6.800000E+001	 -4.500000E+001	 -2.800000E+001
  1.500000E-002	 -6.000000E+001	 -7.300000E+001	 -4.500000E+001	 -2.500000E+001
  1.562500E-002	 -5.900000E+001	 -7.100000E+001	 -5.000000E+001	 -2.500000E+001
  1.625000E-002	 -5.300000E+001	 -6.200000E+001	 -3.900000E+001	 -2.400000E+001
  1.687500E-002	 -6.400000E+001	 -7.000000E+001	 -4.500000E+001	 -2.900000E+001
  1.750000E-002	 -6.300000E+001	 -6.900000E+001	 -4.600000E+001	 -2.700000E+001
  1.812500E-002	 -6.000000E+001	 -6.600000E+001	 -4.400000E+001	 -2.900000E+001
  1.875000E-002	 -6.100000E+001	 -7.600000E+001	 -5.200000E+001	 -2.500000E+001
  1.937500E-002	 -5.300000E+001	 -5.700000E+001	 -3.600000E+001	 -2.300000E+001
  2.000000E-002	 -5.800000E+001	 -6.200000E+001	 -4.300000E+001	 -2.500000E+001
  2.062500E-002	 -6.300000E+001	 -7.100000E+001	 -4.700000E+001	 -2.600000E+001
  2.125000E-002	 -6.100000E+001	 -6.800000E+001	 -4.400000E+001	 -2.700000E+001
  2.187500E-002	 -6.400000E+001	 -7.200000E+001	 -4.900000E+001	 -2.600000E+001
  2.250000E-002	 -5.200000E+001	 -6.500000E+001	 -4.100000E+001	 -2.300000E+001
  2.312500E-002	 -5.700000E+001	 -6.300000E+001	 -3.800000E+001	 -2.400000E+001
  2.375000E-002	 -6.600000E+001	 -7.100000E+001	 -4.900000E+001	 -2.500000E+001
  2.437500E-002	 -5.500000E+001	 -6.200000E+001	 -4.000000E+001	 -2.400000E+001
  2.500000E-002	 -6.300000E+001	 -7.300000E+001	 -4.600000E+001	 -2.700000E+001
  2.562500E-002	 -5.800000E+001	 -7.400000E+001	 -4.900000E+001	 -2.600000E+001
  2.625000E-002	 -5.900000E+001	 -6.000000E+001	 -3.900000E+001	 -2.400000E+001
  2.687500E-002	 -5.800000E+001	 -6.700000E+001	 -4.500000E+001	 -2.500000E+001
  2.750000E-002	 -5.900000E+001	 -6.700000E+001	 -4.100000E+001	 -2.300000E+001
  2.812500E-002	 -5.800000E+001	 -6.600000E+001	 -4.300000E+001	 -2.400000E+001
  2.875000E-002	 -6.100000E+001	 -7.300000E+001	 -4.800000E+001	 -2.800000E+001
  2.937500E-002	 -5.000000E+001	 -6.100000E+001	 -3.800000E+001	 -2.400000E+001
  3.000000E-002	 -5.800000E+001	 -6.500000E+001	 -4.200000E+001	 -2.300000E+001
  3.062500E-002	 -6.000000E+001	 -7.000000E+001	 -4.300000E+001	 -2.100000E+001
  3.125000E-002	 -5.800000E+001	 -6.400000E+001	 -3.600000E+001	 -2.100000E+001
  3.187500E-002	 -6.600000E+001	 -7.200000E+001	 -4.800000E+001	 -2.600000E+001
  3.250000E-002	 -5.900000E+001	 -6.300000E+001	 -4.000000E+001	 -2.600000E+001
  3.312500E-002	 -5.600000E+001	 -6.200000E+001	 -4.300000E+001	 -2.400000E+001
  3.375000E-002	 -6.100000E+001	 -6.900000E+001	 -4.800000E+001	 -2.400000E+001
  3.437500E-002	 -5.400000E+001	 -5.800000E+001	 -3.300000E+001	 -2.000000E+001
  3.500000E-002	 -6.300000E+001	 -6.800000E+001	 -4.500000E+001	 -2.200000E+001
  3.562500E-002	 -6.200000E+001	 -6.900000E+001	 -4.700000E+001	 -2.500000E+001
  3.625000E-002	 -5.600000E+001	 -6.300000E+001	 -3.900000E+001	 -2.600000E+001
  3.687500E-002	 -6.000000E+001	 -7.200000E+001	 -4.800000E+001	 -2.900000E+001
  3.750000E-002	 -5.700000E+001	 -6.600000E+001	 -4.200000E+001	 -2.200000E+001
  3.812500E-002	 -5.800000E+001	 -6.200000E+001	 -3.700000E+001	 -2.100000E+001
  3.875000E-002	 -6.200000E+001	 -7.000000E+001	 -4.500000E+001	 -2.600000E+001
  3.937500E-002	 -5.400000E+001	 -6.000000E+001	 -3.700000E+001	 -2.600000E+001
  4.000000E-002	 -5.700000E+001	 -6.900000E+001	 -4.600000E+001	 -2.500000E+001
  4.062500E-002	 -6.200000E+001	 -6.700000E+001	 -4.500000E+001	 -2.800000E+001
  4.125000E-002	 -5.700000E+001	 -6.300000E+001	 -3.800000E+001	 -2.000000E+001
  4.187500E-002	 -6.300000E+001	 -6.600000E+001	 -4.600000E+001	 -2.100000E+001
  4.250000E-002	 -5.700000E+001	 -6.100000E+001	 -3.500000E+001	 -2.200000E+001
  4.312500E-002	 -6.100000E+001	 -6.800000E+001	 -4.100000E+001	 -2.600000E+001
  4.375000E-002	 -5.900000E+001	 -7.200000E+001	 -4.900000E+001	 -2.500000E+001
  4.437500E-002	 -5.600000E+001	 -6.300000E+001	 -4.100000E+001	 -2.300000E+001
  4.500000E-002	 -5.800000E+001	 -6.500000E+001	 -4.100000E+001	 -2.200000E+001
  4.562500E-002	 -6.000000E+001	 -6.400000E+001	 -4.200000E+001	 -2.100000E+001
  4.625000E-002	 -5.600000E+001	 -6.200000E+001	 -3.600000E+001	 -2.200000E+001
  4.687500E-002	 -5.900000E+001	 -6.800000E+001	 -4.900000E+001	 -2.700000E+001
  4.750000E-002	 -5.900000E+001	 -6.600000E+001	 -4.100000E+001	 -2.600000E+001
  4.812500E-002	 -5.600000E+001	 -6.500000E+001	 -4.200000E+001	 -2.200000E+001
  4.875000E-002	 -6.100000E+001	 -6.400000E+001	 -4.500000E+001	 -2.100000E+001
  4.937500E-002	 -5.400000E+001	 -5.700000E+001	 -3.300000E+001	 -2.100000E+001
  5.000000E-002	 -5.900000E+001	 -6.400000E+001	 -4.600000E+001	 -2.600000E+001
  5.062500E-002	 -6.000000E+001	 -6.800000E+001	 -4.400000E+001	 -2.800000E+001
  5.125000E-002	 -5.800000E+001	 -6.700000E+001	 -4.200000E+001	 -2.500000E+001
  5.187500E-002	 -6.300000E+001	 -6.700000E+001	 -4.800000E+001	 -2.300000E+001
  5.250000E-002	 -5.400000E+001	 -6.100000E+001	 -3.900000E+001	 -1.800000E+001
  5.312500E-002	 -6.100000E+001	 -5.900000E+001	 -3.800000E+001	 -2.100000E+001
  5.375000E-002	 -6.300000E+001	 -6.800000E+001	 -4.400000E+001	 -2.500000E+001
  5.437500E-002	 -5.600000E+001	 -6.500000E+001	 -4.100000E+001	 -2.700000E+001
  5.500000E-002	 -5.800000E+001	 -6.900000E+001	 -4.800000E+001	 -2.400000E+001
  5.562500E-002	 -6.000000E+001	 -6.700000E+001	 -4.600000E+001	 -2.200000E+001
  5.625000E-002	 -5.700000E+001	 -5.900000E+001	 -4.000000E+001	 -2.000000E+001
  5.687500E-002	 -5.800000E+001	 -6.700000E+001	 -4.400000E+001	 -2.600000E+001
  5.750000E-002	 -6.000000E+001	 -6.700000E+001	 -4.200000E+001	 -2.800000E+001
  5.812500E-002	 -5.600000E+001	 -6.500000E+001	 -4.300000E+001	 -2.800000E+001
  5.875000E-002	 -6.300000E+001	 -6.800000E+001	 -5.000000E+001	 -2.500000E+001
  5.937500E-002	 -5.400000E+001	 -6.100000E+001	 -3.800000E+001	 -2.400000E+001
  6.000000E-002	 -5.800000E+001	 -6.000000E+001	 -4.400000E+001	 -2.300000E+001
  6.062500E-002	 -6.100000E+001	 -6.700000E+001	 -4.200000E+001	 -2.500000E+001
  6.125000E-002	 -5.900000E+001	 -6.500000E+001	 -4.100000E+001	 -2.300000E+001
  6.187500E-002	 -6.400000E+001	 -6.800000E+001	 -4.700000E+001	 -2.400000E+001
  6.250000E-002	 -5.500000E+001	 -6.400000E+001	 -4.400000E+001	 -2.400000E+001
  6.312500E-002	 -5.600000E+001	 -6.000000E+001	 -4.000000E+001	 -2.400000E+001
  6.375000E-002	 -6.200000E+001	 -6.700000E+001	 -4.700000E+001	 -2.500000E+001
  6.437500E-002	 -5.700000E+001	 -6.100000E+001	 -4.000000E+001	 -2.500000E+001
  6.500000E-002	 -6.300000E+001	 -6.800000E+001	 -4.400000E+001	 -2.700000E+001
  6.562500E-002	 -6.300000E+001	 -7.000000E+001	 -5.000000E+001	 -2.700000E+001
  6.625000E-002	 -5.200000E+001	 -5.600000E+001	 -4.000000E+001	 -2.500000E+001
  6.687500E-002	 -5.500000E+001	 -6.500000E+001	 -4.700000E+001	 -2.600000E+001
  6.750000E-002	 -5.700000E+001	 -5.900000E+001	 -4.000000E+001	 -2.400000E+001
  6.812500E-002	 -5.800000E+001	 -6.100000E+001	 -4.000000E+001	 -2.600000E+001
  6.875000E-002	 -6.400000E+001	 -7.100000E+001	 -5.100000E+001	 -2.800000E+001
  6.937500E-002	 -5.300000E+001	 -6.200000E+001	 -4.000000E+001	 -2.700000E+001
  7.000000E-002	 -5.700000E+001	 -6.500000E+001	 -4.500000E+001	 -2.600000E+001
  7.062500E-002	 -5.800000E+001	 -6.100000E+001	 -4.500000E+001	 -2.500000E+001
  7.125000E-002	 -5.600000E+001	 -6.000000E+001	 -3.800000E+001	 -2.100000E+001
  7.187500E-002	 -6.400000E+001	 -6.600000E+001	 -4.800000E+001	 -2.400000E+001
  7.250000E-002	 -5.500000E+001	 -6.200000E+001	 -3.900000E+001	 -2.500000E+001
  7.312500E-002	 -5.800000E+001	 -6.700000E+001	 -4.800000E+001	 -2.500000E+001
  7.375000E-002	 -6.000000E+001	 -6.900000E+001	 -4.800000E+001	 -2.400000E+001
  7.437500E-002	 -5.300000E+001	 -6.000000E+001	 -3.700000E+001	 -2.100000E+001
  7.500000E-002	 -5.800000E+001	 -6.700000E+001	 -4.300000E+001	 -2.400000E+001
  7.562500E-002	 -6.000000E+001	 -6.600000E+001	 -4.400000E+001	 -2.500000E+001
  7.625000E-002	 -5.900000E+001	 -6.300000E+001	 -4.300000E+001	 -2.400000E+001
  7.687500E-002	 -6.000000E+001	 -7.100000E+001	 -4.900000E+001	 -2.800000E+001
  7.750000E-002	 -5.500000E+001	 -6.500000E+001	 -4.500000E+001	 -2.400000E+001
  7.812500E-002	 -5.700000E+001	 -6.100000E+001	 -4.200000E+001	 -2.200000E+001
  7.875000E-002	 -6.200000E+001	 -6.400000E+001	 -4.500000E+001	 -2.300000E+001
  7.937500E-002	 -5.500000E+001	 -6.000000E+001	 -3.900000E+001	 -2.300000E+001
  8.000000E-002	 -6.000000E+001	 -7.000000E+001	 -4.600000E+001	 -2.900000E+001
  8.062500E-002	 -6.200000E+001	 -7.100000E+001	 -4.800000E+001	 -2.800000E+001
  8.125000E-002	 -5.400000E+001	 -6.200000E+001	 -3.900000E+001	 -2.200000E+001
  8.187500E-002	 -5.900000E+001	 -6.200000E+001	 -4.300000E+001	 -2.500000E+001
  8.250000E-002	 -5.500000E+001	 -6.200000E+001	 -3.700000E+001	 -2.300000E+001
  8.312500E-002	 -5.900000E+001	 -6.500000E+001	 -4.600000E+001	 -2.500000E+001
  8.375000E-002	 -6.300000E+001	 -7.400000E+001	 -5.200000E+001	 -3.000000E+001
  8.437500E-002	 -5.500000E+001	 -6.400000E+001	 -4.400000E+001	 -2.500000E+001
  8.500000E-002	 -5.900000E+001	 -5.700000E+001	 -4.400000E+001	 -2.300000E+001
  8.562500E-002	 -5.400000E+001	 -6.400000E+001	 -4.100000E+001	 -2.200000E+001
  8.625000E-002	 -5.300000E+001	 -5.700000E+001	 -3.600000E+001	 -2.500000E+001
  8.687500E-002	 -6.300000E+001	 -6.800000E+001	 -4.500000E+001	 -3.100000E+001
  8.750000E-002	 -5.600000E+001	 -6.900000E+001	 -4.700000E+001	 -2.700000E+001
  8.812500E-002	 -5.600000E+001	 -6.300000E+001	 -4.300000E+001	 -2.400000E+001
  8.875000E-002	 -5.600000E+001	 -6.800000E+001	 -4.700000E+001	 -2.400000E+001
  8.937500E-002	 -5.300000E+001	 -5.700000E+001	 -3.600000E+001	 -2.300000E+001
  9.000000E-002	 -5.800000E+001	 -6.300000E+001	 -4.200000E+001	 -2.800000E+001
  9.062500E-002	 -6.300000E+001	 -7.100000E+001	 -4.700000E+001	 -2.800000E+001
  9.125000E-002	 -5.600000E+001	 -6.700000E+001	 -4.400000E+001	 -2.400000E+001
  9.187500E-002	 -5.900000E+001	 -6.900000E+001	 -5.100000E+001	 -2.400000E+001
  9.250000E-002	 -5.600000E+001	 -5.900000E+001	 -4.000000E+001	 -2.300000E+001
  9.312500E-002	 -5.300000E+001	 -5.600000E+001	 -3.500000E+001	 -2.000000E+001
  9.375000E-002	 -6.200000E+001	 -6.900000E+001	 -4.900000E+001	 -2.800000E+001
  9.437500E-002	 -5.700000E+001	 -6.500000E+001	 -3.800000E+001	 -2.800000E+001
  9.500000E-002	 -6.100000E+001	 -7.000000E+001	 -4.800000E+001	 -2.600000E+001
  9.562500E-002	 -5.400000E+001	 -6.600000E+001	 -4.500000E+001	 -2.200000E+001
  9.625000E-002	 -4.900000E+001	 -5.600000E+001	 -3.600000E+001	 -2.200000E+001
  9.687500E-002	 -6.100000E+001	 -6.700000E+001	 -4.500000E+001	 -2.700000E+001
  9.750000E-002	 -5.500000E+001	 -6.300000E+001	 -4.300000E+001	 -2.800000E+001
  9.812500E-002	 -5.600000E+001	 -6.500000E+001	 -4.600000E+001	 -2.600000E+001
  9.875000E-002	 -5.900000E+001	 -7.000000E+001	 -5.200000E+001	 -2.700000E+001
  9.937500E-002	 -5.000000E+001	 -5.900000E+001	 -4.000000E+001	 -2.500000E+001
  1.000000E-001	 -6.000000E+001	 -6.300000E+001	 -4.400000E+001	 -2.500000E+001
  1.006250E-001	 -6.000000E+001	 -6.600000E+001	 -4.300000E+001	 -2.300000E+001
  1.012500E-001	 -5.800000E+001	 -6.600000E+001	 -3.900000E+001	 -2.300000E+001
  1.018750E-001	 -6.000000E+001	 -7.000000E+001	 -5.100000E+001	 -2.900000E+001
  1.025000E-001	 -5.500000E+001	 -6.100000E+001	 -4.300000E+001	 -2.300000E+001
  1.031250E-001	 -5.300000E+001	 -5.800000E+001	 -4.300000E+001	 -2.200000E+001
  1.037500E-001	 -5.600000E+001	 -6.400000E+001	 -4.400000E+001	 -2.300000E+001
  1.043750E-001	 -5.600000E+001	 -6.400000E+001	 -3.700000E+001	 -2.400000E+001
  1.050000E-001	 -6.000000E+001	 -6.700000E+001	 -4.600000E+001	 -2.800000E+001
  1.056250E-001	 -5.700000E+001	 -6.700000E+001	 -4.700000E+001	 -2.500000E+001
  1.062500E-001	 -4.900000E+001	 -5.700000E+001	 -4.000000E+001	 -2.600000E+001
  1.068750E-001	 -5.800000E+001	 -6.100000E+001	 -4.800000E+001	 -2.800000E+001
  1.075000E-001	 -5.400000E+001	 -6.000000E+001	 -4.000000E+001	 -2.200000E+001
  1.081250E-001	 -5.600000E+001	 -6.000000E+001	 -4.300000E+001	 -2.300000E+001
  1.087500E-001	 -6.200000E+001	 -7.100000E+001	 -4.600000E+001	 -2.800000E+001
  1.093750E-001	 -5.500000E+001	 -6.100000E+001	 -4.300000E+001	 -2.700000E+001
  1.100000E-001	 -5.500000E+001	 -6.100000E+001	 -4.700000E+001	 -2.600000E+001
  1.106250E-001	 -5.600000E+001	 -6.100000E+001	 -4.300000E+001	 -2.400000E+001
  1.112500E-001	 -5.700000E+001	 -6.000000E+001	 -3.700000E+001	 -2.500000E+001
  1.118750E-001	 -6.100000E+001	 -6.700000E+001	 -4.400000E+001	 -2.700000E+001
  1.125000E-001	 -5.800000E+001	 -6.500000E+001	 -4.400000E+001	 -2.600000E+001
  1.131250E-001	 -5.500000E+001	 -6.000000E+001	 -4.600000E+001	 -2.700000E+001
  1.137500E-001	 -5.900000E+001	 -6.700000E+001	 -5.100000E+001	 -2.700000E+001
  1.143750E-001	 -5.400000E+001	 -5.700000E+001	 -3.500000E+001	 -2.000000E+001
  1.150000E-001	 -5.600000E+001	 -6.200000E+001	 -4.200000E+001	 -2.300000E+001
  1.156250E-001	 -5.900000E+001	 -6.600000E+001	 -4.500000E+001	 -2.300000E+001
  1.162500E-001	 -5.400000E+001	 -6.000000E+001	 -3.900000E+001	 -2.600000E+001
  1.168750E-001	 -5.700000E+001	 -7.100000E+001	 -5.500000E+001	 -2.900000E+001
  1.175000E-001	 -5.300000E+001	 -6.000000E+001	 -4.300000E+001	 -2.500000E+001
  1.181250E-001	 -5.300000E+001	 -5.800000E+001	 -4.000000E+001	 -2.300000E+001
  1.187500E-001	 -6.100000E+001	 -6.400000E+001	 -4.400000E+001	 -2.400000E+001
  1.193750E-001	 -5.300000E+001	 -5.800000E+001	 -3.400000E+001	 -2.700000E+001
  1.200000E-001	 -5.700000E+001	 -6.500000E+001	 -4.800000E+001	 -2.700000E+001
  1.206250E-001	 -5.700000E+001	 -6.600000E+001	 -4.900000E+001	 -3.000000E+001
  1.212500E-001	 -5.200000E+001	 -6.400000E+001	 -4.200000E+001	 -2.400000E+001
  1.218750E-001	 -5.700000E+001	 -6.400000E+001	 -4.500000E+001	 -2.400000E+001
  1.225000E-001	 -5.100000E+001	 -6.000000E+001	 -3.400000E+001	 -2.400000E+001
  1.231250E-001	 -5.600000E+001	 -6.200000E+001	 -4.000000E+001	 -2.700000E+001
  1.237500E-001	 -5.800000E+001	 -6.800000E+001	 -5.100000E+001	 -2.800000E+001
  1.243750E-001	 -5.100000E+001	 -6.000000E+001	 -4.100000E+001	 -2.400000E+001
  1.250000E-001	 -5.400000E+001	 -6.100000E+001	 -4.300000E+001	 -2.400000E+001
  1.256250E-001	 -5.300000E+001	 -6.500000E+001	 -3.900000E+001	 -2.400000E+001
  1.262500E-001	 -4.900000E+001	 -5.900000E+001	 -3.700000E+001	 -2.400000E+001
  1.268750E-001	 -5.400000E+001	 -6.400000E+001	 -4.600000E+001	 -2.700000E+001
  1.275000E-001	 -5.100000E+001	 -6.300000E+001	 -4.700000E+001	 -2.800000E+001
  1.281250E-001	 -5.600000E+001	 -6.000000E+001	 -4.600000E+001	 -2.500000E+001
  1.287500E-001	 -5.600000E+001	 -6.900000E+001	 -4.500000E+001	 -2.200000E+001
  1.293750E-001	 -5.300000E+001	 -5.800000E+001	 -3.500000E+001	 -2.500000E+001
  1.300000E-001	 -5.500000E+001	 -6.200000E+001	 -4.100000E+001	 -2.600000E+001
  1.306250E-001	 -5.400000E+001	 -6.500000E+001	 -4.900000E+001	 -3.000000E+001
  1.312500E-001	 -5.400000E+001	 -6.200000E+001	 -4.400000E+001	 -2.900000E+001
  1.318750E-001	 -5.500000E+001	 -6.500000E+001	 -5.000000E+001	 -2.700000E+001
  1.325000E-001	 -5.500000E+001	 -6.100000E+001	 -4.100000E+001	 -2.300000E+001
  1.331250E-001	 -5.300000E+001	 -5.700000E+001	 -3.700000E+001	 -2.700000E+001
  1.337500E-001	 -5.800000E+001	 -6.700000E+001	 -5.000000E+001	 -3.200000E+001
  1.343750E-001	 -5.000000E+001	 -6.000000E+001	 -4.100000E+001	 -3.100000E+001
  1.350000E-001	 -5.600000E+001	 -6.500000E+001	 -5.000000E+001	 -3.200000E+001
  1.356250E-001	 -5.700000E+001	 -6.600000E+001	 -4.600000E+001	 -2.800000E+001
  1.362500E-001	 -4.800000E+001	 -5.800000E+001	 -3.600000E+001	 -2.200000E+001
  1.368750E-001	 -5.700000E+001	 -6.600000E+001	 -4.800000E+001	 -2.600000E+001
  1.375000E-001	 -5.500000E+001	 -6.200000E+001	 -4.000000E+001	 -3.100000E+001
  1.381250E-001	 -5.300000E+001	 -6.600000E+001	 -4.900000E+001	 -3.200000E+001
  1.387500E-001	 -6.200000E+001	 -7.000000E+001	 -5.200000E+001	 -3.000000E+001
  1.393750E-001	 -5.100000E+001	 -5.900000E+001	 -3.600000E+001	 -2.400000E+001
  1.400000E-001	 -5.600000E+001	 -6.000000E+001	 -4.300000E+001	 -2.700000E+001
  1.406250E-001	 -5.300000E+001	 -6.500000E+001	 -4.100000E+001	 -2.700000E+001
  1.412500E-001	 -5.200000E+001	 -6.200000E+001	 -4.100000E+001	 -2.900000E+001
  1.418750E-001	 -5.700000E+001	 -6.700000E+001	 -5.200000E+001	 -3.200000E+001
  1.425000E-001	 -5.300000E+001	 -6.300000E+001	 -4.400000E+001	 -2.700000E+001
  1.431250E-001	 -5.800000E+001	 -6.500000E+001	 -4.400000E+001	 -2.700000E+001
  1.437500E-001	 -5.800000E+001	 -6.900000E+001	 -4.400000E+001	 -3.000000E+001
  1.443750E-001	 -5.000000E+001	 -6.100000E+001	 -3.900000E+001	 -2.800000E+001
  1.450000E-001	 -5.200000E+001	 -6.400000E+001	 -4.600000E+001	 -3.100000E+001
  1.456250E-001	 -5.600000E+001	 -6.800000E+001	 -5.100000E+001	 -3.200000E+001
  1.462500E-001	 -5.300000E+001	 -6.100000E+001	 -4.500000E+001	 -2.800000E+001
  1.468750E-001	 -5.600000E+001	 -6.700000E+001	 -4.800000E+001	 -3.000000E+001
  1.475000E-001	 -5.200000E+001	 -6.600000E+001	 -4.000000E+001	 -2.700000E+001
  1.481250E-001	 -5.300000E+001	 -6.200000E+001	 -4.000000E+001	 -3.000000E+001
  1.487500E-001	 -6.100000E+001	 -7.100000E+001	 -4.900000E+001	 -3.200000E+001
  1.493750E-001	 -5.600000E+001	 -6.800000E+001	 -4.500000E+001	 -2.900000E+001
  1.500000E-001	 -5.800000E+001	 -6.900000E+001	 -5.000000E+001	 -2.900000E+001
  1.506250E-001	 -5.400000E+001	 -7.300000E+001	 -5.000000E+001	 -3.000000E+001
  1.512500E-001	 -5.000000E+001	 -6.200000E+001	 -3.900000E+001	 -2.600000E+001
  1.518750E-001	 -5.800000E+001	 -6.700000E+001	 -4.600000E+001	 -2.900000E+001
  1.525000E-001	 -5.500000E+001	 -6.800000E+001	 -4.500000E+001	 -3.200000E+001
  1.531250E-001	 -5.600000E+001	 -6.900000E+001	 -4.600000E+001	 -3.500000E+001
  1.537500E-001	 -6.200000E+001	 -8.000000E+001	 -5.500000E+001	 -3.200000E+001
  1.543750E-001	 -5.000000E+001	 -6.600000E+001	 -4.300000E+001	 -2.900000E+001
  1.550000E-001	 -5.500000E+001	 -6.400000E+001	 -4.600000E+001	 -3.000000E+001
  1.556250E-001	 -6.100000E+001	 -7.500000E+001	 -5.000000E+001	 -3.400000E+001
  1.562500E-001	 -5.700000E+001	 -6.900000E+001	 -4.700000E+001	 -3.700000E+001
  1.568750E-001	 -6.300000E+001	 -7.500000E+001	 -5.700000E+001	 -4.000000E+001
  1.575000E-001	 -5.600000E+001	 -7.100000E+001	 -5.100000E+001	 -3.300000E+001
  1.581250E-001	 -5.700000E+001	 -6.600000E+001	 -4.900000E+001	 -3.200000E+001
  1.587500E-001	 -6.400000E+001	 -7.500000E+001	 -5.100000E+001	 -3.100000E+001
  1.593750E-001	 -5.600000E+001	 -6.700000E+001	 -4.300000E+001	 -3.300000E+001
  1.600000E-001	 -6.000000E+001	 -7.500000E+001	 -5.200000E+001	 -3.600000E+001
  1.606250E-001	 -6.000000E+001	 -7.600000E+001	 -5.600000E+001	 -3.800000E+001
  1.612500E-001	 -5.800000E+001	 -6.900000E+001	 -4.800000E+001	 -3.400000E+001
  1.618750E-001	 -6.200000E+001	 -7.600000E+001	 -5.000000E+001	 -3.600000E+001
  1.625000E-001	 -5.900000E+001	 -7.000000E+001	 -4.400000E+001	 -3.500000E+001
  1.631250E-001	 -6.100000E+001	 -7.500000E+001	 -5.300000E+001	 -3.600000E+001
  1.637500E-001	 -6.100000E+001	 -7.900000E+001	 -6.000000E+001	 -4.300000E+001
  1.643750E-001	 -5.500000E+001	 -7.100000E+001	 -5.200000E+001	 -3.800000E+001
  1.650000E-001	 -6.400000E+001	 -7.500000E+001	 -5.400000E+001	 -4.100000E+001
  1.656250E-001	 -6.200000E+001	 -7.800000E+001	 -5.400000E+001	 -3.800000E+001
  1.662500E-001	 -5.600000E+001	 -6.900000E+001	 -5.000000E+001	 -3.800000E+001
  1.668750E-001	 -6.100000E+001	 -7.900000E+001	 -6.300000E+001	 -4.600000E+001
  1.675000E-001	 -5.900000E+001	 -7.600000E+001	 -5.800000E+001	 -4.300000E+001
  1.681250E-001	 -6.200000E+001	 -8.500000E+001	 -5.900000E+001	 -4.200000E+001
  1.687500E-001	 -6.200000E+001	 -8.400000E+001	 -6.100000E+001	 -4.100000E+001
  1.693750E-001	 -5.700000E+001	 -7.300000E+001	 -5.000000E+001	 -3.800000E+001
  1.700000E-001	 -6.500000E+001	 -7.800000E+001	 -6.200000E+001	 -4.600000E+001
  1.706250E-001	 -6.600000E+001	 -8.400000E+001	 -6.700000E+001	 -4.800000E+001
  1.712500E-001	 -6.700000E+001	 -8.500000E+001	 -6.400000E+001	 -4.700000E+001
  1.718750E-001	 -6.500000E+001	 -8.800000E+001	 -6.700000E+001	 -4.900000E+001
  1.725000E-001	 -6.300000E+001	 -8.400000E+001	 -5.800000E+001	 -4.300000E+001
  1.731250E-001	 -6.600000E+001	 -8.200000E+001	 -6.100000E+001	 -4.500000E+001
  1.737500E-001	 -7.100000E+001	 -8.700000E+001	 -6.700000E+001	 -4.800000E+001
  1.743750E-001	 -6.200000E+001	 -8.400000E+001	 -6.500000E+001	 -4.700000E+001
  1.750000E-001	 -6.700000E+001	 -8.600000E+001	 -7.300000E+001	 -5.100000E+001
  1.756250E-001	 -6.900000E+001	 -9.300000E+001	 -7.100000E+001	 -4.700000E+001
  1.762500E-001	 -6.700000E+001	 -8.500000E+001	 -6.500000E+001	 -4.500000E+001
  1.768750E-001	 -7.000000E+001	 -9.000000E+001	 -6.900000E+001	 -4.900000E+001
